City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,george town,5.4112,100.3354,87.73,78,40,3.44,MY,1685710652
287,stanley,54.868,-1.6985,61.29,64,20,8.05,GB,1685710855
288,selfoss,63.9331,-20.9971,57.04,56,46,10.04,IS,1685710855
289,aitape,-3.1374,142.3475,81.0,78,62,6.04,PG,1685710855
290,mogok,22.9167,96.5,67.59,96,8,4.85,MM,1685710855
291,rio grande,-32.035,-52.0986,64.51,76,0,3.96,BR,1685710856
292,el haouaria,37.05,11.0144,75.22,72,70,11.27,TN,1685710856
293,dvur kralove nad labem,50.4317,15.814,69.17,52,90,6.8,CZ,1685710856
294,rabo de peixe,37.8,-25.5833,67.51,77,20,12.66,PT,1685710856
295,fraserburgh,57.6874,-2.0184,62.44,71,7,10.63,GB,1685710856
296,vila franca do campo,37.7167,-25.4333,68.41,65,14,7.76,PT,1685710857
297,alik ghund,30.4896,67.5226,78.13,9,0,13.6,PK,1685710857
298,nova vicosa,-17.8919,-39.3719,74.37,82,100,6.69,BR,1685710857
299,laguna,38.421,-121.4238,57.45,82,0,5.75,US,1685710857
300,okha,53.5739,142.9478,35.11,94,100,5.95,RU,1685710858
301,lincoln city,44.9582,-124.0179,47.84,90,7,9.35,US,1685710858
302,newman,37.3138,-121.0208,54.28,85,0,3.0,US,1685710858
303,maraba,-5.3686,-49.1178,84.38,74,0,2.3,BR,1685710855
304,taro,-8.3862,115.28,73.4,96,100,4.14,ID,1685710858
305,jaisalmer,26.9147,70.9181,99.88,28,63,5.21,IN,1685710859
306,mejit,10.2753,170.8646,81.79,81,100,13.24,MH,1685710859
307,palangkaraya,-2.2,113.8333,80.65,79,100,2.91,ID,1685710859
308,byron bay,-28.65,153.6167,56.71,83,17,4.52,AU,1685710638
309,adani,6.7397,7.0112,91.8,54,87,4.32,NG,1685710859
310,tukzar,35.9483,66.4213,84.47,8,10,14.36,AF,1685710859
311,tromso,69.6496,18.957,44.62,65,75,5.75,NO,1685710860
312,aykhal,66.0,111.5,57.52,61,100,10.67,RU,1685710860
313,xining,36.6167,101.7667,49.46,79,100,3.42,CN,1685710860
314,bhuban,20.8833,85.8333,96.22,40,90,15.01,IN,1685710860
315,ulsteinvik,62.3432,5.8487,50.9,91,100,3.0,NO,1685710860
316,tostado,-29.232,-61.7692,68.99,70,100,5.99,AR,1685710861
317,qorveh,35.1664,47.8045,73.13,28,6,20.15,IR,1685710861
318,mount isa,-20.7333,139.5,64.17,59,100,4.61,AU,1685710861
319,port saint john's,-31.6229,29.5448,73.94,44,4,2.55,ZA,1685710862
320,kavaratti,10.5669,72.642,85.55,72,57,10.42,IN,1685710863
321,muncar,-8.4333,114.3333,76.77,89,100,8.55,ID,1685710864
322,ancud,-41.8697,-73.8203,51.53,81,100,26.08,CL,1685710848
323,gardendale,33.6601,-86.8128,74.89,97,7,3.2,US,1685710866
324,pali,25.7667,73.3333,99.3,30,6,9.75,IN,1685710866
325,marabba,12.35,32.1833,92.1,40,93,13.65,SD,1685710866
326,flying fish cove,-10.4217,105.6791,78.48,88,100,12.66,CX,1685710867
327,rawson,-43.3002,-65.1023,56.64,38,0,21.07,AR,1685710867
328,mossel bay,-34.1831,22.146,73.33,53,100,5.59,ZA,1685710868
329,happy valley-goose bay,53.3168,-60.3315,35.91,69,100,11.5,CA,1685710868
330,abadan,30.3392,48.3043,107.55,7,0,26.46,IR,1685710870
331,tame,6.461,-71.73,74.26,91,100,1.43,CO,1685710870
332,buraydah,26.326,43.975,100.85,13,0,11.95,SA,1685710703
333,madiun,-7.6298,111.5239,76.78,81,100,9.95,ID,1685710871
334,high river,50.5834,-113.8687,45.95,93,27,3.49,CA,1685710871
335,mooirivier,-29.2082,29.9946,61.59,27,0,5.82,ZA,1685710871
336,brisas de zicatela,15.8369,-97.0419,82.51,79,1,4.92,MX,1685710872
337,awjilah,29.1081,21.2869,92.95,17,83,15.37,LY,1685710872
338,porto velho,-8.7619,-63.9039,78.85,83,20,5.75,BR,1685710740
339,greymouth,-42.4667,171.2,56.53,59,9,24.72,NZ,1685710839
340,tayshet,55.9342,98.0044,62.62,62,88,4.61,RU,1685710874
341,al jawf,29.5,38.75,98.15,14,8,6.11,SA,1685710875
342,saint-joseph,-21.3667,55.6167,75.58,73,46,14.65,RE,1685710875
343,obala,4.1667,11.5333,85.71,61,100,1.7,CM,1685710876
344,severo-yeniseyskiy,60.3725,93.0408,68.54,49,100,4.88,RU,1685710876
345,gazojak,41.1875,61.4036,97.97,6,93,10.58,TM,1685710877
346,tralee,52.2704,-9.7026,71.85,53,0,8.05,IE,1685710877
347,tamanrasset,22.785,5.5228,93.11,7,0,9.22,DZ,1685710878
348,iquique,-20.2208,-70.1431,64.44,62,0,2.37,CL,1685710878
349,golyshmanovo,56.3979,68.3728,86.32,47,81,4.07,RU,1685710878
350,umm kaddadah,13.6017,26.6876,101.75,16,46,5.64,SD,1685710879
351,alice springs,-23.7,133.8833,54.95,41,0,0.0,AU,1685710879
352,matoury,4.8483,-52.3317,84.16,74,75,4.61,GF,1685710880
353,zag,46.9441,99.165,45.95,65,95,8.66,MN,1685710880
354,santa ana de yacuma,-13.75,-65.4333,77.18,72,0,2.44,BO,1685710880
355,alto araguaia,-17.3147,-53.2153,73.85,58,0,6.13,BR,1685710881
356,dalbandin,28.8947,64.4101,103.05,6,6,20.94,PK,1685710881
357,levuka,50.1834,-105.4011,62.33,100,100,2.3,CA,1685710881
358,cerritos,33.8583,-118.0648,62.89,84,100,8.05,US,1685710735
359,east end,34.5507,-92.341,75.76,91,1,2.55,US,1685710882
360,kuantan,3.8077,103.326,86.11,74,20,3.44,MY,1685710858
361,homer,59.6425,-151.5483,47.8,67,100,11.01,US,1685710883
362,kotlas,61.2611,46.6556,65.39,53,78,1.43,RU,1685710883
363,zhangye,38.9342,100.4517,68.65,34,52,7.45,CN,1685710884
364,sarangani,5.4033,125.4636,84.52,75,100,5.5,PH,1685710884
365,codajas,-3.8367,-62.0569,80.38,84,17,3.22,BR,1685710884
366,armacao de buzios,-22.7469,-41.8817,71.76,77,55,9.95,BR,1685710602
367,olinda,-8.0089,-34.8553,83.93,65,75,8.05,BR,1685710821
368,douglas,41.3,-96.167,71.67,88,0,6.91,US,1685710885
369,tirumullaivasal,11.2333,79.8333,87.4,65,100,16.04,IN,1685710886
370,muzaffarpur,26.1167,85.4,101.59,16,0,12.8,IN,1685710886
371,chonchi,-42.6128,-73.8092,46.11,86,17,6.49,CL,1685710887
372,bardai,11.65,7.2333,94.95,33,100,6.38,NG,1685710888
373,lerwick,60.1545,-1.1494,50.0,61,43,6.11,GB,1685710888
374,al bardiyah,31.7561,25.0865,76.08,65,98,27.16,LY,1685710888
375,ponta delgada,37.7333,-25.6667,68.72,77,20,12.66,PT,1685710889
376,weno,7.4515,151.8468,82.35,83,100,4.61,FM,1685710890
377,lesosibirsk,58.2358,92.4828,73.18,56,53,6.58,RU,1685710890
378,luena,-11.7833,19.9167,85.82,22,58,5.61,AO,1685710890
379,llallagua,-18.4167,-66.6333,47.93,16,0,2.75,BO,1685710891
380,chui,-33.6971,-53.4616,64.09,81,11,6.35,UY,1685710891
381,pauini,-7.7136,-66.9764,73.18,98,100,0.96,BR,1685710891
382,gaspe,48.8334,-64.4819,48.42,87,100,10.36,CA,1685710892
383,tari,12.4086,4.4914,102.36,29,100,10.87,NG,1685710892
384,yichun,47.7,128.9,49.24,95,94,4.18,CN,1685710893
385,barreiro do jaiba,-15.6167,-43.6,85.59,39,0,7.18,BR,1685710894
386,mazatlan,23.2167,-106.4167,75.9,86,95,1.01,MX,1685710739
387,mahanoro,-19.9,48.8,75.67,67,5,5.14,MG,1685710894
388,nambucca heads,-30.65,153.0,58.17,91,80,5.41,AU,1685710895
389,qashyr,53.0675,76.1036,87.37,20,11,2.17,KZ,1685710895
390,salalah,17.0151,54.0924,88.61,63,40,8.7,OM,1685710895
391,mamuju,-2.6748,118.8885,80.02,86,86,3.49,ID,1685710895
392,pader palwo,2.8006,33.135,79.09,59,95,6.24,UG,1685710896
393,hanting,36.7708,119.2108,67.33,37,0,2.86,CN,1685710896
394,biloela,-24.4167,150.5,58.55,90,0,5.55,AU,1685710837
395,hinthada,17.6333,95.4667,89.17,53,88,12.06,MM,1685710897
396,merizo village,13.2658,144.6691,81.16,84,72,18.32,GU,1685710897
397,watsa,3.0372,29.5355,76.24,65,94,5.66,CD,1685710897
398,abergavenny,51.821,-3.0174,65.73,61,0,13.06,GB,1685710898
399,okhotsk,59.3833,143.3,41.61,87,17,3.98,RU,1685710898
400,arkhangel'sk,64.5401,40.5433,53.8,38,87,3.87,RU,1685710898
401,cidreira,-30.1811,-50.2056,67.66,64,0,2.44,BR,1685710898
402,boyolangu,-8.1181,111.8935,76.23,90,100,7.76,ID,1685710898
403,usinsk,65.9939,57.5281,64.51,43,9,15.17,RU,1685710899
404,puerto colombia,10.9878,-74.9547,78.89,83,100,6.33,CO,1685710899
405,dali,25.7,100.1833,70.43,64,1,6.6,CN,1685710899
406,kuqa,41.7278,82.9364,78.91,18,100,7.2,CN,1685710836
407,kegeyli shahar,42.7767,59.6078,98.69,8,6,14.12,UZ,1685710899
408,marica,-22.9194,-42.8186,71.55,82,60,5.08,BR,1685710900
409,shatrovo,56.5167,64.6333,83.57,43,100,6.55,RU,1685710900
410,bamyan,34.75,67.25,60.82,14,8,14.81,AF,1685710900
411,betio village,1.358,172.9211,84.24,77,6,15.21,KI,1685710900
412,stawell,-37.05,142.7667,46.94,83,100,4.47,AU,1685710900
413,northam,51.0333,-4.2167,65.25,66,0,13.85,GB,1685710901
414,la passe,45.5549,-0.8967,83.01,54,95,10.87,FR,1685710901
415,vershino-darasunskiy,52.35,115.5167,47.91,51,3,3.69,RU,1685710901
416,pacific grove,36.6177,-121.9166,54.66,82,100,5.75,US,1685710834
417,guerrero negro,27.9769,-114.0611,61.2,75,100,12.28,MX,1685710902
418,bonthe,7.5264,-12.505,85.03,71,100,8.48,SL,1685710902
419,uray,60.1247,64.7758,66.83,59,100,5.64,RU,1685710902
420,bandon,51.7469,-8.7425,62.19,71,10,11.65,IE,1685710902
421,richards bay,-28.783,32.0377,72.19,46,0,5.14,ZA,1685710903
422,port hedland,-20.3167,118.5667,66.25,72,0,2.3,AU,1685710903
423,alofi,-19.0595,-169.9187,69.69,94,63,1.14,NU,1685710903
424,chibougamau,49.9168,-74.3659,56.82,62,0,13.8,CA,1685710903
425,kerikeri,-35.2268,173.9474,50.63,92,3,5.44,NZ,1685710903
426,ngong,-1.3618,36.6566,74.93,38,75,9.22,KE,1685710904
427,patterson,37.4716,-121.1297,55.98,85,0,3.2,US,1685710683
428,yorkton,51.2167,-102.4677,62.44,94,100,6.91,CA,1685710717
429,tazovsky,67.4667,78.7,48.34,80,86,24.32,RU,1685710904
430,kobelyaky,49.1489,34.1965,77.14,40,3,7.99,UA,1685710904
431,port douglas,-16.4833,145.4667,71.26,76,51,6.78,AU,1685710904
432,kinango,-4.1372,39.3153,82.51,66,30,10.8,KE,1685710905
433,ust'-kulom,61.6864,53.6902,63.7,57,100,4.63,RU,1685710905
434,indianola,41.3581,-93.5574,73.0,93,40,6.46,US,1685710905
435,inhambane,-23.865,35.3833,84.0,70,40,18.41,MZ,1685710905
436,cabo san lucas,22.8909,-109.9124,74.52,85,44,11.65,MX,1685710801
437,peniche,39.3558,-9.3811,77.07,75,15,10.33,PT,1685710906
438,springs,-26.25,28.4,70.32,31,0,11.21,ZA,1685710833
439,bikenibeu village,1.3673,173.1241,84.16,84,20,3.44,KI,1685710906
440,hovd,48.0056,91.6419,60.13,31,85,6.96,MN,1685710906
441,pontes e lacerda,-15.2261,-59.3353,76.68,75,0,2.64,BR,1685710906
442,chaiya,9.3862,99.1986,85.98,71,99,8.46,TH,1685710907
443,dudinka,69.4058,86.1778,66.11,67,85,12.35,RU,1685710907
444,zelenokumsk,44.4069,43.8806,75.49,63,100,4.7,RU,1685710907
445,rybinsk,58.0446,38.8426,58.87,64,100,7.49,RU,1685710867
446,annan,54.9884,-3.2565,65.68,57,0,5.95,GB,1685710907
447,crane,31.3974,-102.3501,71.42,81,93,23.87,US,1685710908
448,smithers,54.7804,-127.1743,43.12,87,100,2.3,CA,1685710908
449,norwich,52.6278,1.2983,62.22,65,75,14.97,GB,1685710908
450,gebeit,21.0667,36.3167,103.89,11,0,4.5,SD,1685710909
451,tandil,-37.3217,-59.1332,58.68,94,100,8.25,AR,1685710909
452,kaa-khem,51.6833,94.7333,64.89,44,27,2.59,RU,1685710909
453,katsuren-haebaru,26.3369,127.8719,77.4,83,22,19.6,JP,1685710909
454,qujing,25.4833,103.7833,69.46,66,100,7.14,CN,1685710909
455,kollam,8.8833,76.6,84.27,81,34,11.05,IN,1685710818
456,hualien city,23.9769,121.6044,80.96,92,100,2.26,TW,1685710684
457,greenwood,34.1668,-82.1165,73.27,85,7,7.36,US,1685710599
458,timbuktu,16.7735,-3.0074,107.6,10,13,7.63,ML,1685710910
459,linhares,-19.3911,-40.0722,77.85,56,0,9.37,BR,1685710907
460,ariano irpino-martiri,41.1489,15.0833,70.56,54,54,2.62,IT,1685710910
461,cestos city,5.46,-9.5828,81.79,80,84,9.95,LR,1685710911
462,kuruman,-27.4524,23.4325,70.05,17,100,17.6,ZA,1685710911
463,san antonio de pale,-1.4014,5.6325,79.12,86,91,13.6,GQ,1685710911
464,east ballina,-28.8667,153.5833,57.79,79,9,4.97,AU,1685710911
465,al bayda',32.7627,21.7551,66.51,71,36,19.48,LY,1685710911
466,arraial do cabo,-22.9661,-42.0278,71.56,88,40,6.91,BR,1685710912
467,sidney,-33.8679,151.2073,63.7,88,75,5.75,AU,1685710814
468,urangan,-25.3,152.9,66.96,79,0,8.19,AU,1685710912
469,baturaja,-4.1333,104.1667,77.38,88,58,1.12,ID,1685710912
470,tulun,54.5611,100.5792,60.39,64,100,2.59,RU,1685710912
471,ola,59.5833,151.2833,43.9,81,2,2.06,RU,1685710913
472,roma,43.2128,-75.4557,77.72,59,0,5.75,US,1685710851
473,anastacio,-20.4836,-55.8069,73.35,66,0,5.68,BR,1685710903
474,pitimbu,-7.4706,-34.8086,84.79,68,57,11.72,BR,1685710913
475,anna regina,7.2644,-58.5077,81.91,76,96,4.34,GY,1685710913
476,parabel',58.6978,81.4825,83.52,39,81,10.78,RU,1685710913
477,xinzhou,38.4092,112.7333,68.45,27,5,2.28,CN,1685710914
478,jiazi,22.8779,116.067,81.9,89,80,9.06,CN,1685710914
479,namibe,-15.1961,12.1522,75.07,59,4,17.11,AO,1685710914
480,murzuq,25.9155,13.9184,101.23,11,0,9.98,LY,1685710914
481,puerto maldonado,-12.6,-69.1833,70.2,88,0,2.3,PE,1685710914
482,tughyl,47.7252,84.2063,66.15,47,0,1.43,KZ,1685710915
483,san pedro pochutla,15.7333,-96.4667,78.71,77,1,2.68,MX,1685710915
484,turinskaya sloboda,57.6232,64.3858,69.69,74,100,5.68,RU,1685710915
485,brookings,44.3114,-96.7984,70.45,87,0,10.36,US,1685710656
486,sao jose da coroa grande,-8.8978,-35.1478,81.84,69,56,9.1,BR,1685710915
487,kill devil hills,36.0307,-75.676,63.99,99,100,9.22,US,1685710915
488,srivardhan,18.0333,73.0167,85.62,73,96,10.31,IN,1685710916
489,montepuez,-13.1256,38.9997,77.34,54,100,3.15,MZ,1685710916
490,baragua,21.6967,-78.6328,78.21,84,68,7.02,CU,1685710916
491,debre tabor,11.85,38.0167,58.87,75,100,4.76,ET,1685710916
492,sanctuary point,-35.1114,150.629,61.75,92,72,3.83,AU,1685710917
493,chongwe,-15.3292,28.682,82.98,22,2,6.24,ZM,1685710917
494,kurchum,48.5722,83.6542,73.53,36,0,8.66,KZ,1685710917
495,urumqi,43.801,87.6005,74.35,16,0,8.95,CN,1685710917
496,cruzeiro do sul,-29.5128,-51.9853,65.66,67,0,3.53,BR,1685710888
497,bubaque,11.2833,-15.8333,79.88,81,100,9.31,GW,1685710918
498,tobelo,1.7284,128.0095,82.44,81,53,2.53,ID,1685710918
499,takoradi,4.8845,-1.7554,81.79,79,100,10.94,GH,1685710919
500,tarawa,1.419,172.984,84.29,84,20,3.44,KI,1685710919
501,kristiansund,63.1115,7.732,50.05,66,75,12.66,NO,1685710919
502,ilhabela,-23.7781,-45.3581,71.13,78,40,1.83,BR,1685710919
503,kulhudhuffushi,6.6221,73.07,84.16,78,100,15.5,MV,1685710920
504,yuzhno-kurilsk,44.0306,145.8556,49.84,99,100,7.4,RU,1685710920
505,brady,31.1352,-99.3351,72.16,88,20,10.36,US,1685710920
506,north battleford,52.7834,-108.2847,59.4,94,75,10.36,CA,1685710801
507,tazacorte,28.629,-17.9293,74.37,75,75,8.99,ES,1685710920
508,mount pearl,47.5166,-52.7813,48.45,97,100,10.36,CA,1685710630
509,lucas,41.6501,-83.6666,78.06,58,0,5.75,US,1685710921
510,ust'-donetskiy,47.6419,40.8718,68.86,65,100,5.97,RU,1685710921
511,taulaga,-11.0553,-171.0883,82.4,79,100,8.95,AS,1685710921
512,olaine,56.7853,23.9381,53.56,47,75,13.8,LV,1685710921
513,mhamid,29.82,-5.72,90.46,13,0,3.53,MA,1685710922
514,kuytun,54.3419,101.5036,57.58,69,100,4.56,RU,1685710922
515,adre,13.4667,22.2,102.65,15,21,6.17,TD,1685710922
516,harar,9.3094,42.1258,68.02,71,74,3.13,ET,1685710923
517,butembo,0.15,29.2833,70.77,67,60,0.74,CD,1685710923
518,salmon arm,50.6998,-119.3024,54.43,76,0,3.44,CA,1685710924
519,broome,42.2506,-75.833,77.16,56,3,1.99,US,1685710924
520,kiunga,-6.1219,141.2906,73.71,99,98,2.44,PG,1685710924
521,chos malal,-37.3781,-70.2709,47.07,84,100,6.46,AR,1685710925
522,mvomero,-6.25,38.6667,80.94,75,27,6.82,TZ,1685710925
523,chernomorskoye,45.5039,32.6997,69.46,55,5,7.2,UA,1685710926
524,georgiyevka,43.0369,74.7114,84.24,11,0,11.18,KZ,1685710926
525,ati,13.2154,18.3353,105.49,20,91,2.08,TD,1685710926
526,acarau,-2.8856,-40.12,82.99,72,0,9.73,BR,1685710927
527,mikuni,36.2171,136.1519,67.91,97,100,3.51,JP,1685710927
528,sao paulo de olivenca,-3.3783,-68.8725,77.07,92,100,2.82,BR,1685710928
529,petrovsk,52.3064,45.3917,68.86,53,99,10.36,RU,1685710928
530,dattapur,20.7667,78.1667,104.5,13,2,14.36,IN,1685710928
531,fomboni,-12.28,43.7425,80.82,69,8,10.16,KM,1685710929
532,saldanha,-33.0117,17.9442,57.25,85,91,24.14,ZA,1685710929
533,neiafu,-18.65,-173.9833,75.88,88,75,2.3,TO,1685710847
534,plettenberg bay,-34.0527,23.3716,70.65,48,100,4.27,ZA,1685710930
535,kirensk,57.7853,108.1119,55.78,53,3,3.4,RU,1685710930
536,muroto-misakicho,33.2833,134.15,72.1,99,100,4.21,JP,1685710931
537,santiago de cao,-7.9589,-79.2392,71.73,88,100,6.91,PE,1685710931
538,kabare,-2.4683,28.8242,72.57,73,44,2.82,CD,1685710931
539,rongelap,11.1635,166.8941,81.57,81,100,16.26,MH,1685710932
540,rosetta,31.4044,30.4164,81.25,53,0,15.08,EG,1685710932
541,steinbach,50.1667,8.5667,73.33,44,0,11.5,DE,1685710932
542,oriximina,-1.7656,-55.8661,84.31,60,3,3.56,BR,1685710933
543,corumba,-19.0092,-57.6533,75.11,69,0,8.05,BR,1685710837
544,ciudad del este,-25.5167,-54.6167,65.14,88,20,10.36,PY,1685710933
545,tommot,58.9564,126.2925,53.62,75,100,2.44,RU,1685710934
546,kudahuvadhoo,2.6708,72.8944,82.18,77,100,19.62,MV,1685710934
547,saint-denis,48.9167,2.3333,70.5,54,0,12.66,FR,1685710935
548,puerto baquerizo moreno,-0.9,-89.6,77.61,78,75,7.99,EC,1685710935
549,thinadhoo,0.5333,72.9333,82.36,74,100,5.21,MV,1685710936
550,mar del plata,-38.0023,-57.5575,61.09,88,0,9.22,AR,1685710814
551,hassi messaoud,31.6804,6.0729,91.26,16,0,4.61,DZ,1685710936
552,carutapera,-1.195,-46.02,85.21,69,0,5.55,BR,1685710937
553,bryne,58.7354,5.6477,61.95,61,0,10.36,NO,1685710937
554,arteche,12.2645,125.4048,80.8,78,100,5.41,PH,1685710938
555,vernon,50.2581,-119.2691,56.44,60,0,6.91,CA,1685710938
556,mancio lima,-7.6142,-72.8958,73.47,100,0,1.14,BR,1685710938
557,nieuw amsterdam,5.8833,-55.0833,86.02,78,20,2.3,SR,1685710939
558,kafanchan,9.5833,8.3,89.01,49,54,4.61,NG,1685710939
559,ulan bator,47.9077,106.8832,62.73,22,40,13.42,MN,1685710654
560,hotan,37.0997,79.9269,75.6,23,100,5.95,CN,1685710940
561,zambezi,-13.5432,23.1047,89.28,17,9,7.49,ZM,1685710940
562,dubreka,9.7911,-13.5233,86.07,56,67,5.59,GN,1685710941
563,spring creek,40.7266,-115.5859,46.09,74,41,2.35,US,1685710941
564,trofa,41.3065,-8.5764,79.47,76,20,6.91,PT,1685710942
565,extrema,-22.8547,-46.3183,64.17,69,0,3.09,BR,1685710815
566,mistelbach,48.57,16.5767,81.01,63,90,8.1,AT,1685710943
567,shingu,33.7333,135.9833,74.82,97,100,11.86,JP,1685710943
568,pijijiapan,15.7011,-93.23,82.47,68,4,2.28,MX,1685710943
569,mili,6.0815,171.735,83.23,78,82,14.2,MH,1685710944
570,menongue,-14.6585,17.691,91.04,18,6,0.65,AO,1685710944
571,arzgir,45.3728,44.2206,79.34,44,99,2.95,RU,1685710944
572,new norfolk,-42.7826,147.0587,47.71,76,100,1.01,AU,1685710945
573,dikhil,11.5,42.1667,93.36,35,22,15.77,DJ,1685710946
574,san luis,-33.295,-66.3356,63.93,64,94,8.66,AR,1685710759
